file,page_num,line_num,text,lang,lang_score,perplex,categ
CTX200502039,169,20,Galium aparine,ast_Latn,0.5808,3565.00,Trash
CTX200502039,169,22,Galium spurium,vie_Latn,0.6395,54661.54,Trash
CTX200502039,169,24,Galium sp.,swe_Latn,0.3708,1918.84,Trash
CTX200502039,169,26,Hordeum vulgare,fra_Latn,0.3479,1853.97,Trash
CTX200502039,169,27,Chenopodium album,pol_Latn,0.4065,2108.81,Trash
CTX200502039,169,28,Chenopodium polyspermum,vie_Latn,0.8878,571.82,Trash
CTX200502039,169,29,Chenopodium sp.,vie_Latn,0.4741,491.24,Noisy
CTX200502039,169,31,Lens esculenta,por_Latn,0.4276,10239.08,Trash
CTX200502039,169,32,Persicaria lapathifolia,eng_Latn,0.1748,2025.12,Trash
CTX200502039,169,33,Persicaria lapathifolia/vulgaris,deu_Latn,0.1716,522.20,Trash
CTX200502039,169,34,Pisum/Vicia,eng_Latn,0.7302,1785.81,Trash
CTX200502039,169,36,Plantago lanceolata,ast_Latn,0.5810,806.87,Trash
CTX200502039,169,37,Quercus sp.,eng_Latn,0.4960,804.46,Trash
CTX200502039,169,38,Silene nutans,tur_Latn,0.3438,58468.87,Trash
CTX200502039,169,39,Sinapis arvensis,nld_Latn,0.1943,1574.98,Trash
CTX200502039,169,40,Triticum dicoccon/spelta,nld_Latn,0.3575,1653.67,Trash
CTX200502039,169,41,Triticum aestivum,nld_Latn,0.1754,2847.31,Trash
CTX200502039,169,42,Triticum sp.,eng_Latn,0.7742,1088.91,Trash
CTX200502039,169,43,Veronica hederifolia,eng_Latn,0.4603,20244.16,Trash
CTX200502039,169,44,Vicia tetrasperma,vie_Latn,0.8002,3595.27,Trash
CTX200502039,169,45,Indeterminata,ita_Latn,0.6725,144801.98,Trash
CTX200502039,169,50,Atriplex sp.,vie_Latn,0.7497,7028.05,Trash
CTX200502039,169,52,Cerealia Fallopia co Galium spu Galium sp. Hordeum v Lens escul Triticum dic Vicia tetras Indeterminata,glg_Latn,0.4230,2127.00,Trash
CTX200502039,79,1,Obr. 27: Vícov. okr. Plzeň - jih. Celkový řez zkoumanou plochou ve směru Z - V (výzkum 2002).,ces_Latn,1.0000,494.46,Noisy
CTX200502039,166,1,Tab. 9: Výsledky archeobotanické makrozbytkové analýzy (výzkum 2002).,ces_Latn,0.9408,635.74,Trash
CTX200502039,166,2,OBJEKT,vie_Latn,0.3706,339.94,Noisy
CTX200502039,166,13,VÝPLŇ,vie_Latn,0.4579,2417.38,Trash
CTX200502039,166,24,VRSTVA,kor_Hang,0.9804,5836.37,Trash
CTX200502039,166,26,ČTVEREC,kor_Hang,0.7397,7255.70,Trash
CTX200502039,166,37,SEKTOR,kor_Hang,0.9987,1062.48,Trash
CTX200502039,166,47,XII-XIII,kor_Hang,0.9753,191.79,Noisy
CTX200502039,166,48,XII-XIII,kor_Hang,0.9753,191.79,Noisy
CTX200502039,166,49,XIII-XV,kor_Hang,0.5820,189.40,Noisy
CTX200502039,166,50,XIV-XV,vie_Latn,0.3714,138.86,Noisy
CTX200502039,166,55,Užitkové druhy:,ces_Latn,0.7032,2165.84,Trash
CTX200502039,166,56,Avena sp.,ita_Latn,0.4511,825.65,Trash
CTX200502039,166,61,oves,eng_Latn,0.9938,1.00,Clear
CTX200502039,166,62,Cerealia,vie_Latn,0.4922,34065.25,Trash
CTX200502039,166,64,11zl,eng_Latn,0.7011,1789375.12,Trash
CTX200502039,166,65,1+10zl,deu_Latn,0.6250,5150.54,Trash
CTX200502039,166,67,10zl,eng_Latn,0.7423,1704342.75,Trash
CTX200502039,166,71,25zl,eng_Latn,0.8484,1619170.25,Trash
CTX200502039,166,74,obilniny,ces_Latn,0.4305,8714.20,Trash
CTX200502039,166,75,Cerealia,vie_Latn,0.4922,34065.25,Trash
CTX200502039,166,78,obilniny - sláma,ces_Latn,0.7009,3465.75,Trash
CTX200502039,166,79,Hordeum vulgare,fra_Latn,0.3479,1853.97,Trash
CTX200502039,166,84,ječmen obecný,ces_Latn,0.9997,1759.70,Trash
CTX200502039,166,85,Lens esculenta,por_Latn,0.4276,10239.08,Trash
CTX200502039,166,89,čočka setá,ces_Latn,0.9115,560.15,Trash
CTX200502039,166,90,Pisum/Vicia,eng_Latn,0.7302,1785.81,Trash
CTX200502039,166,96,hrách/vikev setá,ces_Latn,0.8700,2409.02,Trash
CTX200502039,166,97,Secale cereale,ron_Latn,0.5892,34940.67,Trash
CTX200502039,166,102,žito seté,ces_Latn,0.9990,30640.62,Trash
CTX200502039,166,103,Triticum dicoccon/spelta,nld_Latn,0.3575,1653.67,Trash
CTX200502039,166,107,1cf.,bod_Tibt,0.5464,877.56,Trash
CTX200502039,166,110,pšenice dvouzrnka/špalda,ces_Latn,0.9994,958.43,Trash
CTX200502039,166,111,Triticum aestivum/compactum,ast_Latn,0.3739,1168.02,Trash
CTX200502039,166,114,2cf.,bod_Tibt,0.6007,812.76,Trash
CTX200502039,166,115,pšenice obecná/shloučená,ces_Latn,0.9996,901.82,Trash
CTX200502039,166,116,Triticum aestivum,nld_Latn,0.1754,2847.31,Trash
CTX200502039,166,119,1zlcf.,deu_Latn,0.3604,5612.22,Trash
CTX200502039,166,121,pšenice obecná,ces_Latn,0.9994,1846.62,Trash
CTX200502039,166,122,Triticum sp.,eng_Latn,0.7742,1088.91,Trash
CTX200502039,166,125,pšenice,ces_Latn,0.9989,6446.94,Trash
CTX200502039,166,126,Plané druhy:,slk_Latn,0.6491,13648.92,Trash
CTX200502039,166,127,Agrostema githago,nso_Latn,0.5280,2827.22,Trash
CTX200502039,166,130,koukol polní,ces_Latn,1.0000,4814.82,Trash
CTX200502039,166,131,Atriplex sp.,vie_Latn,0.7497,7028.05,Trash
CTX200502039,166,135,lebeda,ind_Latn,0.9533,4048.13,Trash
CTX200502039,166,136,Bromus secalinus,ind_Latn,0.6068,2252.19,Trash
CTX200502039,166,138,1cf.,bod_Tibt,0.5464,877.56,Trash
CTX200502039,166,139,sveřep stoklasa,ces_Latn,0.6419,1401.80,Trash
CTX200502039,166,140,Fallopia convolvulus,vie_Latn,0.8289,33959.80,Trash
CTX200502039,166,145,5+1zl,tur_Latn,0.3304,2294.68,Trash
CTX200502039,166,146,opletka polní,ces_Latn,1.0000,1552.71,Trash
CTX200502039,166,147,Galium aparine,ast_Latn,0.5808,3565.00,Trash
CTX200502039,166,149,svízel pochybný,ces_Latn,0.9107,3765.93,Trash
CTX200502039,166,150,Galium spurium,vie_Latn,0.6395,54661.54,Trash
CTX200502039,166,158,svízel přítula,ces_Latn,1.0000,750.66,Trash
CTX200502039,166,159,Galium sp.,swe_Latn,0.3708,1918.84,Trash
CTX200502039,166,163,svízel,ces_Latn,0.9810,64566.38,Trash
CTX200502039,166,164,Chenopodium album,pol_Latn,0.4065,2108.81,Trash
CTX200502039,166,169,merlík bílý,ces_Latn,0.9998,138.69,Noisy
CTX200502039,166,170,Chenopodium polyspermum,vie_Latn,0.8878,571.82,Trash
CTX200502039,166,172,merlík mnohosemenný,slk_Latn,0.5281,406.81,Noisy
CTX200502039,166,173,Chenopodium sp.,vie_Latn,0.4741,491.24,Noisy
CTX200502039,166,176,merlík,slk_Latn,0.5566,824.09,Trash
CTX200502039,166,177,Persicaria lapathifolia,eng_Latn,0.1748,2025.12,Trash
CTX200502039,166,180,rdesno blešník,ces_Latn,0.8596,1005.31,Trash
CTX200502039,166,181,Persicaria lapathifolia/maculata,fra_Latn,0.2819,695.76,Trash
CTX200502039,166,185,rdesno blešník/červivec,ces_Latn,0.8142,1161.09,Trash
CTX200502039,166,186,Plantago lanceolata,ast_Latn,0.5810,806.87,Trash
CTX200502039,166,190,jitrocel kopinatý,ces_Latn,0.9999,908.58,Trash
CTX200502039,166,191,Quercus sp.,eng_Latn,0.4960,804.46,Trash
CTX200502039,166,195,Silene nutans,tur_Latn,0.3438,58468.87,Trash
CTX200502039,166,198,silenka nící,ces_Latn,1.0000,337.42,Noisy
CTX200502039,166,199,Sinapis arvensis,nld_Latn,0.1943,1574.98,Trash
CTX200502039,166,202,hořčice rolní,ces_Latn,1.0000,668.06,Trash
CTX200502039,21,2,"Doklady osídlení z období střední doby bronzové až starší doby halštatské (HC) jsou četné,",ces_Latn,1.0000,372.56,Noisy
CTX200502039,233,5,31.10.2002,N/A,0,0,Non-text
CTX200502039,233,7,ZAV,N/A,0,0,Non-text
CTX200502039,300,3,2002,N/A,0,0,Non-text
CTX200502039,300,9,21.11.20021,N/A,0,0,Non-text
CTX200502039,190,3,2002,N/A,0,0,Non-text
CTX200502039,190,7,ZAV,N/A,0,0,Non-text
CTX200502039,190,9,21.9.2002,N/A,0,0,Non-text
CTX200502039,292,3,2002,N/A,0,0,Non-text
CTX200502039,292,7,ZAV,N/A,0,0,Non-text
CTX200502039,292,9,19.11.2002,N/A,0,0,Non-text
CTX200502039,176,2,rok,N/A,0,0,Non-text
CTX200502039,176,3,518,N/A,0,0,Non-text
CTX200502039,176,4,2002,N/A,0,0,Non-text
CTX200502039,176,8,ZAV,N/A,0,0,Non-text
CTX200502039,176,10,2.10.2002,N/A,0,0,Non-text
CTX200502039,69,3,"(10;2,5)",N/A,0,0,Non-text
CTX200502039,69,5,o. 93,N/A,0,0,Non-text
CTX200502039,69,6,v. 94,N/A,0,0,Non-text
CTX200502039,69,9,o. 91,N/A,0,0,Non-text
CTX200502039,69,10,v. 92,N/A,0,0,Non-text
CTX200502039,69,12,A',N/A,0,0,Non-text
CTX200502039,69,13,A,N/A,0,0,Non-text
CTX200502039,69,14,o. 30,N/A,0,0,Non-text
CTX200502039,69,15,v. 32,N/A,0,0,Non-text
CTX200502039,69,16,"o. 77, v. 78",N/A,0,0,Non-text
CTX200502039,69,17,"353,51",N/A,0,0,Non-text
CTX200502039,69,18,"(12,5;5)",N/A,0,0,Non-text
CTX200502039,69,19,/444797%/,N/A,0,0,Non-text
CTX200502039,69,20,"353,33 m",N/A,0,0,Non-text
CTX200502039,69,21,(10;5),N/A,0,0,Non-text
CTX200502039,69,24,"353,58 m",N/A,0,0,Non-text
CTX200502039,69,25,Q,N/A,0,0,Non-text
CTX200502039,69,26,"o. 77, v. 78",N/A,0,0,Non-text
CTX200502039,69,27,"o. 34, v. 41",N/A,0,0,Non-text
CTX200502039,69,29,D,N/A,0,0,Non-text
CTX200502039,69,30,D',N/A,0,0,Non-text
CTX200502039,69,31,o. 43,N/A,0,0,Non-text
CTX200502039,69,32,v. 44,N/A,0,0,Non-text
CTX200502039,69,35,G',N/A,0,0,Non-text
CTX200502039,69,37,o. 49,N/A,0,0,Non-text
CTX200502039,69,38,v. 50,N/A,0,0,Non-text
CTX200502039,69,39,H,N/A,0,0,Non-text
CTX200502039,69,40,H',N/A,0,0,Non-text
CTX200502039,69,41,. o. 53,N/A,0,0,Non-text
CTX200502039,69,42,v. 54,N/A,0,0,Non-text
CTX200502039,69,44,J,N/A,0,0,Non-text
CTX200502039,69,45,J',N/A,0,0,Non-text
CTX200502039,69,46,K,N/A,0,0,Non-text
CTX200502039,69,47,K',N/A,0,0,Non-text
CTX200502039,69,49,o. 91,N/A,0,0,Non-text
CTX200502039,69,50,. o. 89,N/A,0,0,Non-text
CTX200502039,69,51,v. 90 vr. 2,N/A,0,0,Non-text
CTX200502039,69,52,95 lv. 92,N/A,0,0,Non-text
CTX200502039,69,53,v. 96,N/A,0,0,Non-text
CTX200502039,69,55,L L',N/A,0,0,Non-text
CTX200502039,69,56,M M',N/A,0,0,Non-text
CTX200502039,69,58,N N',N/A,0,0,Non-text
CTX200502039,69,59,"o. 87, v. 88",N/A,0,0,Non-text
CTX200502039,69,60,O,N/A,0,0,Non-text
CTX200502039,69,61,O',N/A,0,0,Non-text
CTX200502039,69,62,o. 129,N/A,0,0,Non-text
CTX200502039,69,63,v. 130,N/A,0,0,Non-text
CTX200502039,69,64,Q',N/A,0,0,Non-text
CTX200502039,69,65,Š Š',N/A,0,0,Non-text
CTX200502039,69,66,"o. 137, v. 138",N/A,0,0,Non-text
CTX200502039,69,67,P,N/A,0,0,Non-text
CTX200502039,69,68,o. 125,N/A,0,0,Non-text
CTX200502039,69,69,v. 126,N/A,0,0,Non-text
CTX200502039,69,72,"o. 131, v. 132 o. 133, v. 134 o. 135, v. 136",N/A,0,0,Non-text
CTX200502039,69,73,"o. 83, v. 84",N/A,0,0,Non-text
CTX200502039,69,74,0 1 m,N/A,0,0,Non-text
CTX200502039,274,3,2002,N/A,0,0,Non-text
CTX200502039,274,7,ZAV,N/A,0,0,Non-text
CTX200502039,274,9,12.11.2002,N/A,0,0,Non-text
CTX200502039,179,2,521,N/A,0,0,Non-text
CTX200502039,179,3,rok,N/A,0,0,Non-text
CTX200502039,179,4,2002,N/A,0,0,Non-text
CTX200502039,179,8,ZAV,N/A,0,0,Non-text
CTX200502039,179,10,25.9.2002,N/A,0,0,Non-text
CTX200502039,66,1,B',N/A,0,0,Non-text
CTX200502039,66,2,"353,17 m",N/A,0,0,Non-text
CTX200502039,66,3,B,N/A,0,0,Non-text
CTX200502039,66,5,$$/**523*33333333RA,N/A,0,0,Non-text
CTX200502039,66,6,"o. 5, v. 6",N/A,0,0,Non-text
CTX200502039,66,7,"352,92 m",N/A,0,0,Non-text
CTX200502039,66,8,"o. 42, v. 144",N/A,0,0,Non-text
CTX200502039,66,9,"= o. 42, v. 144 —",N/A,0,0,Non-text
CTX200502039,66,11,J',N/A,0,0,Non-text
CTX200502039,66,12,7,N/A,0,0,Non-text
CTX200502039,66,13,"o. 79, v. 80",N/A,0,0,Non-text
CTX200502039,66,15,"(0;2,5)",N/A,0,0,Non-text
CTX200502039,66,17,J,N/A,0,0,Non-text
CTX200502039,66,18,"o. 42, v. 144",N/A,0,0,Non-text
CTX200502039,66,19,"353,09 m",N/A,0,0,Non-text
CTX200502039,66,20,"o. 5, v. 6",N/A,0,0,Non-text
CTX200502039,66,21,*****//,N/A,0,0,Non-text
CTX200502039,66,24,o. 42,N/A,0,0,Non-text
CTX200502039,66,25,v. 143,N/A,0,0,Non-text
CTX200502039,66,26,L L',N/A,0,0,Non-text
CTX200502039,66,27,"o. 81, v. 82",N/A,0,0,Non-text
CTX200502039,66,28,o. 42,N/A,0,0,Non-text
CTX200502039,66,29,v. 145,N/A,0,0,Non-text
CTX200502039,66,30,M,N/A,0,0,Non-text
CTX200502039,66,31,M',N/A,0,0,Non-text
CTX200502039,66,32,N,N/A,0,0,Non-text
CTX200502039,66,33,N',N/A,0,0,Non-text
CTX200502039,66,34,"o. 123, v. 124",N/A,0,0,Non-text
CTX200502039,66,35,O O',N/A,0,0,Non-text
CTX200502039,66,36,"o. 141, v. 142",N/A,0,0,Non-text
CTX200502039,66,37,0,N/A,0,0,Non-text
CTX200502039,66,38,1 m,N/A,0,0,Non-text
CTX200502039,66,39,P,N/A,0,0,Non-text
CTX200502039,66,40,P',N/A,0,0,Non-text
CTX200502039,66,41,"o. 152, v. 153",N/A,0,0,Non-text
