keyword,score
vypálení stžudní,3.50
x alls,3.50
55-70 em,3.50
iné rá,3.50
nenf vyloučeno,3.50
emler 1374/,3.50
historie zoprvé,3.50
podobné lietině,3.50
lis liscituje,3.50
okresní archiv,3.50
počátky slovanů,3.50
xv martii,3.50
volal dlouho,3.50
prvná doklad,3.50
tóž rataj,3.50
hradce králové,3.50
tels jiš,3.50
bod a/,3.50
zárney tzv,3.50
limenta netského,3.50
mohly sahat,3.50
sico kolísá,3.50
le colkově,3.50
märenjoh obvykle,3.50
svaj vznik,3.50
stoletá nán,3.50
voletice dvoříce,3.50
vračovice řekla,3.50
3ronzový předmět,3.50
lie q,3.50
tve 16/77-,3.50
vne doto,3.50
tmares okreje,3.50
zlonkem ak,3.50
1- ahá,3.50
stu 148r7none,3.50
zloek pask,3.50
onek dna,3.50
tisová suchá,3.50
litomyšl štítka,3.50
litonyäl šíz,3.50
litomyšl ís,3.50
hloubka oas,3.50
elomkem psk,3.50
mm gles,3.50
vz2 evztech,3.50
yz2_ tyr,3.50
sou soulán,3.50
stylisaca toxtu,3.50
okolí jenoviček,3.50
bgeluä téš,3.50
reálie svědčí,3.50
dataci zúdaj,3.50
bes roslišení,3.50
maši připoníná,3.50
tech ysd,3.50
ktorá vede,3.50
ca stu,3.50
mejí jeätě,3.50
enátky jednat,3.50
hradiště rabouňské,3.50
předpokládá odvození,3.50
viak acmuai,3.50
historie poprvó,3.50
costu zachycuje,3.50
nte listin,3.50
ovšom okrounlých,3.50
colní cos,3.50
čet streověkých,3.50
„a zahájí,3.50
obdélníkovou návsi,3.50
historie roprvé,3.50
anslogo javorník,3.50
žonaký klášter,3.50
jz wi,3.50
hloubky 18-25,3.50
zžojmě jiš,3.50
lízkosti loučnó,3.50
leží d,3.50
panský avr,3.50
drobnějäí pozenky,3.50
vále patzně,3.50
vii 1/,3.50
vybíhají oí,3.50
straně hradiště,3.50
1=s phítuhy,3.50
„kenovnický vrch,3.50
silniční mspe,3.50
btá příslí,3.50
vye kuchle,3.50
širokou rýhou,3.50
obz zoun,3.50
p3 „okrouhlice,3.50
4# -130,3.50
černé vrstvy,3.50
„k padlkon,3.50
„pšáckón hradišti,3.50
dřevený most,3.50
směžuje kolmo,3.50
horním lese,3.50
strojopis uložený,3.50
dokonce ví,3.50
víe-^ ue,3.50
osídlení hreditě,3.50
če vrstvě,3.50
„na valech,3.50
sbírkách uuzea,3.50
hradní abírky,3.50
korodovený povrch,3.50
doly brda,3.50
piipojuji sem,3.50
opraveno na„volšiny,3.50
žo iniciativa,3.50
pop pelnice,3.50
zmiňují tvrz,3.50
seníku cesta,3.50
gvazkcem horle,3.50
písažeký omyl,3.50
mže běžet,3.50
ňfkovice žená,3.50
costa tudy,3.50
výplni objektu,3.50
soubžnjch lán,3.50
přod- ním,3.50
tnarezpo vn,3.50
hežmanic příjon,3.50
býti totožný,3.50
zvonu rozlitém,3.50
au vířiny,3.50
es vysokým,3.50
střeu ostrohu,3.50
míotě předpoklad,3.50
vykácených míst,3.50
pj „končiny,3.50
výběru cla,3.50
cesta zachycená,3.50
všek nestíhají,3.50
vye cese,3.50
směru v-z,3.50
dnešní bazpráví,3.50
„ne pustinkách,3.50
nojvýchodnějšfho lánu,3.50
las tmallezpo,3.50
nýbr vhradně,3.50
lze uvežovat,3.50
obr# příl,3.50
zdobonó kusy,3.50
ulošen též,3.50
álozy al,3.50
hranic katastru,3.50
tratí „jezozo,3.50
lány plužiny,3.50
zíku cestu,3.50
pžodhsitskó době,3.50
al alrakouský,3.50
janovičky spoj,3.50
dosud považovalo,3.50
ležela kdesi,3.50
též b,3.50
jsen upozomnil,3.50
jejíž lány,3.50
tradoun cestu,3.50
zkóm pásu,3.50
fadu tratí,3.50
myslím vak,3.50
navíc uytob-,3.50
záta 1940-1941,3.50
žo jít,3.50
väfnd faktu,3.50
uméno vol,3.50
chybení vraolavi,3.50
no no1972,3.50
nálesech kostí,3.50
pcorye vraclavi,3.50
av jádra,3.50
vrchu homoli,3.50
publikovaný tamtéž,3.50
část plochy,3.50
vraclavi sloulil,3.50
hk př,3.50
prvé přodradí,3.50
jo díle,3.50
br autora,3.50
lla bažinách,3.50
vračovice ven,3.50
skratky užívat,3.50
daesní polohy,3.50
zn wi-,3.50
uvsdsjfefch clo,3.50
cestu smren,3.50
doloženou anad,3.50
případ porostu,3.50
okrajem 30/77*,3.50
vz2 tvz,3.50
dob le,3.50
střeny$ sis,3.50
p ive,3.50
hla et,3.50
nkde sde,3.50
polí bezprostřeně,3.50
pásu podál,3.50
lety 1686-1709,3.50
vě osoby,3.50
luka jv,3.50
obe doloženy,3.50
týl 1943-1945,3.50
vykládá romentickc,3.50
7archeologický mateziál,3.50
uložený nejspíš,3.50
atední povrch,3.50
střední* povrch,3.50
příměs písku,3.50
avšak nebylo,3.50
lze předpokládat,3.50
alespoň dvě,3.50
rohů návsi,3.50
katastru cerekvic,3.50
dokládá pj„voštice,3.50
hloubce c,3.50
citováno vždy,3.50
pocházejí buá,3.50
pomístní jmóna,3.50
kroniky cituji,3.50
dvojtečce řádky,3.50
abych ukázal,3.50
táž 1977a,3.50
cna v/1,3.50
třeba,3.49
ves mohla,3.49
stř st,3.48
okraji,3.48
e rabouně,3.48
jiií e,3.48
e ik,3.48
stíní e,3.48
mari e,3.48
e „dolní,3.48
še e,3.48
e nímě,3.48
e bížluovytkč,3.48
vsi vel,3.47
sti t,3.47
okraj vsi,3.47
část vsi,3.47
vjv vsi,3.47
ovšem uš,3.47
dorys vai,3.47
s2 vai,3.47
móno vai,3.47
vai erbee,3.47
čtvrtiny vai,3.47
vai otlačuje,3.47
okraja vai,3.47
okolí údolí,3.47
údorys vai,3.47
~3% vai,3.47
-ssz vai,3.47
silnice čís,3.46
8 vsi,3.46
vsi,3.46
2 vsi,3.46
3 vsi,3.46
mém sa,3.45
stáčali sa,3.45
sa va,3.45
kteró sa,3.45
•16- benátky,3.45
benátky vyjádřit,3.45
plužina roztříštna,3.45
plužina jz,3.45
5* plužina,3.45
plužina rozkládala,3.45
plužina pldor,3.45
plužina nedochována,3.45
stř,3.45
věnovala l,3.44
konci msta,3.44
konci zazdčná,3.44
• stř,3.44
vytáč fhpí,3.44
-pem vytáč,3.44
ti vytáč,3.44
ck vytáč,3.44
vraclav čís,3.44
t vytáč,3.44
tuhy h,3.43
okolí č,3.43
nov6 hrady,3.43
mlýně č,3.43
mapa č,3.43
statku č,3.43
sabrad č,3.43
nová hrady,3.43
douy č,3.43
viz výše,3.43
b vsi,3.43
• st,3.43
176a sign,3.42
4l6a sign,3.42
cdb i1,3.42
cdb 11/1,3.42
cdb 111/21232,3.42
cdb iv/1,3.42
cdb v/1,3.42
rez,3.42
šlo snad,3.42
snad odtud,3.42
vsí,3.41
/ „ovfn,3.41
1200/11 /,3.41
žxár /,3.41
-13 /,3.41
-5 /,3.41
/ zmek-rč,3.41
poliku /,3.41
tredynice /,3.41
/ mjč,3.41
domanicemi /,3.41
243*249 /,3.41
podlubníčok /,3.41
vísky /,3.41
-16 /,3.41
tisováe /,3.41
89-24 /,3.41
=12 /,3.41
/ 1092-11,3.41
listinách /,3.41
/ -příznačné,3.41
91-92 /,3.41
elupečná /,3.41
/ náleží,3.41
omcfoh /,3.41
vodu /,3.41
/ snaa,3.41
/ pukliny,3.41
leštěný /,3.41
uhlazený /,3.41
69*72 /,3.41
43*45 /,3.41
2728-273 /,3.41
cutči /,3.41
/ vobícka,3.41
stžedověký /,3.41
exkursu /,3.41
/ ina,3.41
-8 /,3.41
-6 /,3.41
1000-1290 /,3.41
11e1 /,3.41
/ fo1,3.41
žfkovice /,3.41
5-6 /,3.41
360-369 /,3.41
=5 /,3.41
/ př2s1t,3.41
is /,3.41
mfkovio /,3.41
110-121 /,3.41
majotku /,3.41
-ov /,3.41
dvár /,3.41
/ vznikl,3.41
publikací /,3.41
pocheho /,3.41
/ „quintam,3.41
/ pomoof,3.41
praza /,3.41
9a /,3.41
chynova /,3.41
/ „axetzu,3.41
1'4 /,3.41
414-416 /,3.41
horní /,3.41
*10 /,3.41
lo /,3.41
-3 /,3.41
53*54 /,3.41
-84 /,3.41
*64 /,3.41
-48 /,3.41
nejamý /,3.41
sommor /,3.41
rofous /,3.41
11o /,3.41
297a /,3.41
/ výane,3.41
nojacný /,3.41
47*6 /,3.41
ladoš /,3.41
92*93 /,3.41
atolotí /,3.41
„doči /,3.41
stojakcel /,3.41
raje /,3.41
-21 /,3.41
/ ujč,3.41
226-228 /,3.41
/ znamonajíofho,3.41
ronnokén /,3.41
/ •vshzeden,3.41
/ bychom,3.41
/ originál,3.41
snojma /,3.41
-2 /,3.41
2-3 /,3.41
-11 /,3.41
lil /,3.41
zál02 /,3.41
1104-1126 /,3.41
i26 /,3.41
/ 8=5=,3.41
preparaci /,3.41
*9 /,3.41
-127 /,3.41
-180 /,3.41
-145 /,3.41
-175 /,3.41
/ *3,3.41
l42 /,3.41
zaha /,3.41
zalažany /,3.41
zrětín /,3.41
/ popisy,3.41
/ plužiny,3.41
s8z /,3.41
■ t,3.40
‘ •,3.40
* —,3.40
předhusitské době,3.40
věnování václava,3.40
lány rovnoběžně,3.40
běhen níž,3.40
níž odbočovala,3.40
oblast choceňska,3.40
hlazen jem,3.40
horizontální jem,3.40
„penskcý les,3.40
byly hiedány,3.40
' ech,3.40
ktorý přisel,3.40
táto době,3.40
vo vo■,3.40
kteří hovoří,3.40
lány bäícími,3.40
pdorys vo,3.40
historie ',3.40
oblast jez,3.40
dále zobrazena,3.40
nebot byly=li,3.40
dále sctkáváme,3.40
' „dde,3.40
„ze humy,3.40
vos ä£ku,3.40
vos zika,3.40
' ti,3.40
nebot jinsk,3.40
tisové listuje,3.40
uloženy etřepy,3.40
zdislevi uloženy,3.40
* 7a,3.40
neexistovala /,3.40
dobytí /,3.40
/ vynecháno,3.40
/ odčnýni,3.40
34=35 /,3.40
11a /,3.40
nekrologia /,3.40
xilte /,3.40
jelena /,3.40
/ tk,3.40
/ jz=sv,3.40
sodlišt /,3.40
dnem /,3.40
/ správně,3.40
/ pfarrgodenkouch,3.40
l629 /,3.40
volevice /,3.40
ny /,3.40
kuší /,3.40
67/1884 /,3.40
domanic /,3.40
276*277 /,3.40
/ „pj,3.40
radiální /,3.40
geleicy /,3.40
=28 /,3.40
/ 51-9,3.40
51*10 /,3.40
andorla /,3.40
/ slupek,3.40
gszer /,3.40
scelono /,3.40
/ zust,3.40
bohaňovice /,3.40
lshve /,3.40
bíložlutá /,3.40
<39 /,3.40
/ •pj,3.40
7e /,3.40
96-97 /,3.40
27-22 /,3.40
/ považuji,3.40
zdielav /,3.40
w-308 /,3.40
204-203 /,3.40
/ sc,3.40
vicus /,3.40
19-21 /,3.40
šipky /,3.40
zásobnice /,3.40
toskopp /,3.40
sárovec /,3.40
litomyil /,3.40
/ pů,3.40
teatra /,3.40
1-25 /,3.40
poxico /,3.40
kruhu /,3.40
30-31 /,3.40
30-33 /,3.40
30-30 /,3.40
l890 /,3.40
*7 /,3.40
/ 90-7,3.40
31*23 /,3.40
721-722 /,3.40
jínila /,3.40
záušnice /,3.40
/ člupok,3.40
np /,3.40
párke /,3.40
ľvábenice /,3.40
lončnon /,3.40
/ bohuňovice-,3.40
14-16 /,3.40
/ mjči,3.40
234-202 /,3.40
radélker /,3.40
-7 /,3.40
/ takto,3.40
161a /,3.40
381*382 /,3.40
újezde© /,3.40
jiný /,3.40
545*5*6 /,3.40
svábencemi /,3.40
kapitolu /,3.40
l5 /,3.40
nestránkováno /,3.40
prtinnel /,3.40
4896/41 /,3.40
milížiska /,3.40
ävir /,3.40
/ tantéž,3.40
/ odstelie,3.40
-110 cm,3.38
12x16 cm,3.38
sta 150*8,3.38
40-90 cm,3.38
hl*o*25 cm,3.38
0-25 cm,3.38
* st,3.38
silnice dolní,3.38
st oletím,3.38
cíhl st,3.38
£11 st,3.38
fpí st,3.38
stž st,3.38
hlez st,3.38
prftuhy st,3.38
bfžluvytč st,3.38
silnice,3.38
1 okraj,3.38
we n,3.38
konce vei,3.38
g r,3.38
vně tn,3.38
les „thtě,3.38
476a sim,3.38
476a nign,3.38
okrajích vně,3.38
obci x,3.38
dané obci,3.38
obci traduje,3.38
stř stav,3.37
okraje vei,3.37
„objekt č,3.36
t b,3.36
• příslí,3.36
• sípí,3.36
dobu c,3.36
zachycující cesty,3.36
cesty nejepíše,3.36
sbíhaly cesty,3.36
větvily cesty,3.36
cesty letmě,3.36
cesty olzu,3.36
táto cesty,3.36
přístupové cesty,3.36
materiál střední,3.36
xii —,3.36
cesty leätine,3.36
cesty upozomil,3.36
cesty tondček,3.36
cesty vedle,3.36
poblíž cesty,3.36
střepy vskutku,3.35
střepy získané,3.35
některé střepy,3.35
střepy neznán,3.35
oh střepy,3.35
střepy zdobeni,3.35
loučnou zornili,3.35
loučnou čís_ba—va—po_vyp_tyr_tech_vízd_dat,3.35
loučnou eíe,3.35
loučnou šla—be,3.35
loučnou čí,3.35
povrch h,3.35
3 •,3.35
5 •,3.35
l ',3.34
* •,3.34
okraji obce,3.33
♦ vai,3.33
stolotí víme,3.33
■ ■,3.33
pldorys vai,3.33
víme,3.33
ves patrně,3.33
most stál,3.33
vraolav mohla,3.33
mllerovy mapy,3.33
abych vysvětlil,3.33
ý harta,3.33
přípí oji,3.33
odboré literatuře,3.33
počke nichž,3.33
slup/ např,3.33
červená glaz,3.33
ježto nenevazuje,3.33
střepy datuji,3.33
kte- zů,3.33
zhruba pravouhljohtra+í,3.33
zennkó cost,3.33
dvořisko popovec,3.33
silnici litomyäl-osik,3.33
silnicí litomyšleionáry,3.33
b1 las,3.33
cda viii,3.33
zjevnä uveden,3.33
orašice videlnä,3.33
čahož vyplývá,3.33
úvahu kněz,3.33
poloviny va,3.33
šových hrad,3.33
novověká střepy,3.33
vně hně,3.33
0sik ■wwewwwmweeiwwwwwwwwwwe**^^,3.33
osfk £—a,3.33
ctoletí zjiššujeme,3.33
význam lokality,3.33
vidlicí cest,3.33
emeemsemmeemmeeeeeeeese- viz,3.33
hl*34 om,3.33
1e1/67 objekt,3.33
rýhy apojeny,3.33
sedlec delena,3.33
označuje nísté,3.33
opevněný objekt,3.33
extract etr,3.33
18s přítuhy,3.33
týš 1974b,3.33
silnici uharskouherako,3.33
vinazy costu,3.33
tam provedl,3.33
rovnš objevuje,3.33
re/ jenišovice,3.33
objekt 13/,3.33
xii 27/,3.33
tisovou nalesli,3.33
uvůdčný poprvé,3.33
prý louč-,3.33
střední* technologie,3.33
-23 *233,3.33
příněs slídy,3.33
-307i -309,3.33
-18 mají,3.33
toponomastické literatury,3.33
nalezený ssi,3.33
viz dále,3.33
poli p,3.32
poli jižné,3.32
poli mozi,3.32
nana poli,3.32
poli 420-180,3.32
poli těsně,3.32
poli jv,3.32
poli bezprostředně,3.32
poli ležícím,3.32
■ vsi,3.32
strácejfeí m,3.32
zakoupil m,3.32
herudova m,3.32
m navío,3.32
„zgel m,3.32
6*50 m,3.32
m ř,3.32
t vei,3.31
rozvodňování loučné,3.31
inundaci loučné,3.31
loučné leželo,3.31
čechách e,3.31
• •,3.31
w iv,3.31
kostel mohl,3.30
zjz vsi,3.30
ovšem vyloučeno,3.30
hrušová spálenec,3.30
údaje,3.30
sz vai,3.30
mohlo jít,3.30
cesta vedla,3.30
vysoká ýto,3.30
costy t,3.30
/ t,3.30
* luka,3.29
zozvětvují costy,3.29
„u costy,3.29
sil obtuc,3.29
r /,3.28
dále víme,3.28
století máme,3.28
století povstala,3.28
století vtékala,3.28
století neznečuje,3.28
století zachycujá,3.28
století l7,3.28
h h,3.28
okraji vai,3.28
trat „phímy,3.28
ktorý r,3.27
rýhami vně,3.27
* pole,3.27
kostel,3.27
- la,3.27
sa leč,3.27
teza- sa,3.27
sa jecna,3.27
- p,3.27
- hls,3.27
vjv voi,3.27
stě stav,3.27
místě,3.27
mohla,3.27
yz2 tvr,3.27
plužina víska,3.26
takšo plužina,3.26
plužina radiálna,3.26
cesty stazó,3.26
recentní cesty,3.26
prbshu cesty,3.26
směr cesty,3.26
cesty ivordk,3.26
stran cesty,3.26
přítomnost cesty,3.26
• h,3.25
mostu vpraze,3.25
kostele tribune,3.25
jedny domoradice,3.25
doubravice 14<1,3.25
hranách údolí,3.25
práci pozn,3.25
výzdoby zavádím,3.25
taková vyskytují,3.25
utoletí zastávicou,3.25
hranä údolí,3.25
týš 1845a,3.25
tech det,3.25
luže dlo,3.25
pidorysu luže,3.25
výša odst,3.25
povrchu ornice,3.25
4m+1ss tmarezpo,3.25
58hb tmarezpo,3.25
úvozová cesta,3.25
údolí „podhůhí,3.25
údolí „podhůří,3.25
zelinka rez,3.25
litomyšle kopci,3.25
osová cesta,3.25
povrch,3.25
det,3.25
luka,3.25
cestu,3.25
hradišti,3.25
ajovn odvozeno,3.25
širánkovým kopci,3.25
vysvětlení opovnční,3.25
polovině b4,3.25
dvěma rfhami,3.25
vysokého kýta,3.25
tentéš vis,3.25
rozbíhají so,3.25
lze uvažovat,3.25
polovině katastru,3.25
valu hradišti,3.25
ox vinice,3.25
byly louky,3.25
samo apel,3.25
odtud ulošeny,3.25
vz2_tvrtech_vlze tat,3.25
historie vzhlede,3.25
pžímo hovoří,3.25
_ dat,3.25
vei,3.24
46-ořín- str,3.23
vlkernamen str,3.23
ii str,3.23
str vytč,3.23
le str,3.23
bašo str,3.23
axtrect str,3.23
sxtract str,3.23
-153 str,3.23
str d,3.23
str vytá,3.23
satraot str,3.23
slí st,3.23
• stav,3.23
pole,3.23
bílá cihl,3.22
vnitř,3.22
bh okraj,3.21
okraj mže,3.21
stí n,3.21
cesty j,3.21
hrušová /,3.21
* hs,3.21
* vjv,3.21
jiä r,3.21
vně,3.21
stav,3.21
stř- stav,3.21
plužine nedochována,3.20
nedoatuosti materiálu,3.20
jinak zabovženk®,3.20
avšak prává,3.20
mästa litonyäle,3.20
nebot tan,3.20
„pode vsí,3.20
povrchy,3.20
přiterén* jakož,3.20
svazky horiz,3.20
jednotlivými horiz,3.20
lss tmarez,3.20
střední části,3.20
luže smren,3.20
sav praha,3.20
dvouvrstevnatý střep,3.20
brteč č,3.20
stžepy č,3.20
* 3,3.19
stn tn,3.19
* e,3.19
sztract str,3.18
l7 str,3.18
extrct str,3.18
l2 str,3.18
2845/54 str,3.18
tamtél str,3.18
14* století,3.18
století znchytily,3.18
století ves,3.17
chybí správy,3.17
•• zdá,3.17
jeden pldorys,3.17
možno předpokládat,3.17
okraji obee,3.17
kostoly apatrooinia,3.17
níš vybíhají,3.17
lužina sestává,3.17
poříčí lapkové,3.17
lze,3.17
hranic,3.17
vol,3.17
patrně,3.17
most,3.17
práce,3.17
sestává,3.17
vlnice,3.17
1-4 horia,3.17
su dislav,3.17
nobot snad,3.17
kdy ctxibor,3.17
stál dvůr,3.17
ä stejn,3.17
mimo opevnění,3.17
mlýna spálence,3.17
lokality „usplise,3.17
poloha valu,3.17
níz tuhy,3.17
okraje vai,3.17
poli 20-200,3.16
poli -x,3.16
poli 20-40,3.16
ssv vsi,3.16
kraji vsi,3.16
— lís,3.15
jasná n,3.15
_det obr,3.15
byly,3.15
* kat,3.15
zhoř *,3.15
* -353,3.15
coš väak,3.14
e povrohy,3.14
bonita polí,3.14
e 62b,3.14
cm viii,3.14
konce 12,3.13
vai,3.13
kanoe vai,3.13
okolí vai,3.13
nepublikovený rkp,3.12
tve_tech_výzaj-det obr,3.12
obr tomn,3.12
1 e,3.12
plužina sestává,3.12
plužina zdá,3.12
e h,3.12
dále smren,3.12
13t súa,3.11
vně tmarezpo,3.11
sti stav,3.11
cesty í,3.11
* plužina,3.10
zahrnuty janovičky,3.10
ihl stě,3.10
tvr,3.10
l207 fol,3.10
hs pmpf,3.10
místě skládá,3.10
století n,3.10
/ č,3.10
c str,3.09
znoj- m,3.09
sou rýh,3.09
cest,3.08
šlo,3.08
str t,3.08
oa vei,3.08
1^*4* mince,3.08
507a /,3.08
15l8 /,3.08
stoleti /,3.08
-18 /,3.08
stolotí /,3.08
kostelu /,3.08
12-13 /,3.08
kostela /,3.08
výzdoba střepů,3.07
jdoucí costy,3.07
/ zdá,3.07
ves /,3.07
pozenku parc,3.06
humy vsi,3.06
vnitř sel,3.06
patrocinia ädné,3.06
vsi /,3.05
níš sta,3.05
údolí,3.05
viz,3.05
jenovičky *,3.04
lhta *,3.04
hradisku *,3.04
/ h,3.04
vraclav /,3.03
fošumberk tab,3.03
kostely apstrocinia,3.03
110*4* kostely,3.02
konci vei,3.02
cdb 1,3.02
dále,3.02
pole /,3.01
indikačních skic,3.00
vnitř obtáč,3.00
střep vyobrazen,3.00
údolím loučné,3.00
stoleti šlo,3.00
vyskytující tzv,3.00
muselo dojít,3.00
cerekvice poděčely,3.00
dolní brány,3.00
bohuňovice mají,3.00
oji stav,3.00
yyd tvr,3.00
tve tech,3.00
-18,3.00
vračovice,3.00
mimo,3.00
jeden,3.00
uložený,3.00
vykládá,3.00
návsi,3.00
lokality,3.00
příslí ca,3.00
ves slatina,3.00
*31 /•,3.00
výskumy ovšen,3.00
plušina sestává,3.00
■ -267,3.00
tvořící jeden,3.00
benátky vytáč,2.99
• poloviny,2.99
* hths,2.98
/ vis,2.98
století vedla,2.98
vytáč,2.98
3 vytáč,2.98
h jde,2.97
uvádí kostel,2.97
- •,2.97
výše str,2.95
konci 13,2.94
- vai,2.94
uvádí,2.93
• tmarezpo,2.93
* sta,2.93
stn t,2.92
století e,2.92
vraclav tech,2.92
poloviny vei,2.92
str st,2.92
b sil,2.91
litomyšl /,2.91
-26 /,2.91
irutov /,2.91
vrch /,2.91
/ patrně,2.91
20-21 /,2.91
-80 /,2.91
ala /,2.91
/ /•,2.91
/ sned,2.91
1806/71 /,2.91
at obr,2.90
lány,2.90
době,2.90
dále též,2.90
případě tisové,2.90
kraji např,2.90
tnarezpo /,2.90
*14 /,2.90
/ $1,2.90
svitavy /,2.90
-192 /,2.90
*44 /,2.90
*15 /,2.90
66-67 /,2.90
-167 /,2.90
tvr tech,2.89
stn st,2.88
• cihl,2.88
„horní les,2.88
ucho pásk,2.87
loučnou,2.85
stav obtáč,2.84
hrady /,2.84
kdy lze,2.83
zdá,2.83
jde nejspíše,2.83
patrocinis jiš,2.83
setkáváme např,2.83
táž neobstojí,2.83
tisovou,2.83
abych,2.83
navíc,2.83
111/67 objekt,2.83
barva střepu,2.83
jinak bh,2.83
poli loo,2.82
vis,2.82
sil okraj,2.81
/ hovoří,2.81
113 /,2.81
17 /,2.81
430 /,2.81
63 /,2.81
119 /,2.81
107 /,2.81
193 /,2.81
2 /,2.81
94 /,2.81
16 /,2.81
390 /,2.81
302 /,2.81
70 /,2.81
11 /,2.81
376 /,2.81
14 /,2.81
278 /,2.81
170 /,2.81
367 /,2.81
21 /,2.81
29 /,2.81
1 /,2.81
22 /,2.81
64 /,2.81
48 /,2.81
27 /,2.81
9 /,2.81
26 /,2.81
36 /,2.81
303 /,2.81
33 /,2.81
111 /,2.81
4 /,2.81
24 /,2.81
290 /,2.81
13 /,2.81
412 /,2.81
268 /,2.81
176 /,2.81
165 /,2.81
146 /,2.81
35 /,2.81
20 /,2.81
1253 /,2.81
7 /,2.81
150 /,2.81
161 /,2.81
159 /,2.81
59 /,2.81
115 /,2.81
pole pare,2.80
ovšem,2.80
2 horiz,2.80
1 horiz,2.80
mohlo,2.80
vedla,2.80
vysoká,2.80
rýhami /,2.80
/ např,2.80
okraj sh,2.80
sign,2.80
2168 sign,2.80
sta /,2.79
— h,2.79
cihl,2.79
* stn,2.79
atoletí sa,2.79
tech,2.79
l eh,2.78
les,2.77
- žís,2.77
střední,2.77
odbočující cesty,2.76
bh cesty,2.76
terénu patrných,2.75
orlicí orlov,2.75
litomyšle,2.75
lokalitu,2.75
matoriál,2.75
gdb 1,2.75
historie,2.75
kopci,2.75
-20,2.75
cesta,2.75
patrocinia •,2.75
morašice /,2.74
6*7 /,2.74
/ £1,2.74
-30 /,2.74
£1 /,2.74
-28 /,2.74
listině václava,2.73
loučné byly,2.73
např,2.73
-24 /,2.73
*20 /,2.73
hradiska /,2.73
/ viz,2.73
sa 1,2.73
str stav,2.72
loučné /,2.71
plužina,2.71
střep,2.70
avšak,2.70
střepy,2.69
costy,2.69
stradoun str,2.68
str vnit,2.68
l str,2.68
12-13,2.67
sloupnice,2.67
řeky,2.67
místa,2.67
níš,2.67
stoleti,2.67
čechách,2.67
stolotí,2.67
osik,2.67
lužina,2.67
vjv,2.67
15l8,2.67
kostelu,2.67
vyp,2.67
opevnění,2.67
snad,2.67
jdoucí,2.67
dně,2.67
navíc jde,2.67
f istorie,2.67
jde,2.67
silnici,2.67
chrudini /,2.66
jenišovice /,2.66
sh cihl,2.65
tet obr,2.65
hovoří,2.65
-19 /,2.65
-17 /,2.65
-22 /,2.65
loučné,2.65
8 loučné,2.65
tisová,2.64
tmarezpo /,2.63
obtáč,2.63
obtáč rýhy,2.63
stn vytáč,2.63
det obr,2.62
benátky,2.62
benátky 8,2.62
sta str,2.62
cesty,2.61
poličku /,2.61
stě,2.60
janovičky,2.60
nebot,2.60
m lty,2.59
poloviny 13,2.58
jenišovice,2.58
objekt /,2.58
chotovice m,2.57
- 18,2.55
- 15,2.55
sta dále,2.54
/ cm,2.54
tisová /,2.54
-10,2.53
jinak,2.53
patrocinia ostel,2.53
odvození,2.50
vyloučeno,2.50
20-21,2.50
stoletá,2.50
chybí,2.50
vypálení,2.50
voletice,2.50
bes,2.50
vii 1,2.50
dna,2.50
litomyšl,2.50
ktorá,2.50
bohuňovice,2.50
orlicí,2.50
tzv,2.50
rabouň,2.50
vybíhají,2.50
muselo,2.50
hradiště,2.50
nýbrž,2.50
obz,2.50
-26,2.50
2 sli,2.50
podobné,2.50
objekt,2.50
ýto,2.50
svitavy,2.50
nobot,2.50
omyl,2.50
skládá,2.50
pásu,2.50
brteč,2.50
66-67,2.50
též,2.50
lty,2.50
všek,2.50
mže,2.50
tvz,2.50
výplni,2.50
tudy,2.50
stradoun,2.50
dob,2.50
tmarezpo,2.49
1 tmarezpo,2.49
poli,2.48
/ parc,2.46
století,2.46
století 14,2.46
choceň pozn,2.45
luže,2.45
str,2.42
2 str,2.42
3 str,2.42
49 str,2.42
13 str,2.42
43 str,2.42
5 m,2.41
jem,2.40
vo 14,2.40
níž,2.40
ktorý,2.40
uloženy,2.40
3 sil,2.39
kdy,2.33
vyplývá,2.33
listině,2.33
nichž,2.33
patrocinis,2.33
istorie,2.33
-28,2.33
uveden,2.33
ježto,2.33
poděčely,2.33
silnicí,2.33
glaz,2.33
morašice,2.33
jiä,2.33
1211 £1,2.33
-30,2.33
1 eh,2.33
plušina,2.33
vinazy,2.33
-23,2.33
-24,2.33
hths,2.33
stí,2.33
stn,2.33
obr,2.27
vyskytují,2.25
mostu,2.25
pozn,2.25
terénu,2.25
orlov,2.25
odst,2.25
utoletí,2.25
chrudini,2.25
apel,2.25
dat,2.25
odvozeno,2.25
polovině 12,2.25
polovině 14,2.25
-17,2.25
materiálu,2.20
litonyäle,2.20
choceň,2.20
pare,2.20
poličku,2.20
jakož,2.20
praha 1977,2.20
praha 1976,2.20
tmarez,2.20
bonita 2,2.19
bonita 6,2.19
bonita 3,2.19
bonita 4,2.19
bonita 5,2.19
kostoly,2.17
poříčí,2.17
coš,2.14
rkp,2.12
súa 1,2.11
súa,2.11
1207 fol,2.10
fol,2.10
1211 fol,2.10
5 sh,2.08
4 sh,2.08
3 sh,2.08
7 sh,2.08
1 sh,2.08
2 sh,2.08
11 sh,2.08
