file,page_num,Clear,Trash,Noisy,Empty,Non-text
CTX199904249,730,0,19,11,0,23
CTX199904249,731,0,21,9,0,26
CTX199904249,732,0,21,7,0,33
CTX199904249,733,0,21,9,0,30
CTX199904249,734,0,18,9,0,34
CTX199904249,735,0,20,6,0,33
CTX199904249,736,0,20,7,0,32
CTX199904249,737,0,20,7,0,34
CTX199904249,738,0,20,8,0,23
CTX199904249,739,0,19,10,0,31
CTX199904249,740,0,19,8,0,34
CTX199904249,741,0,21,7,0,9
CTX199904249,742,0,18,8,0,24
CTX199904249,743,0,21,7,0,9
CTX199904249,744,0,25,7,0,27
CTX199904249,745,0,22,8,0,31
CTX199904249,746,0,18,3,0,34
CTX199904249,747,0,18,8,0,25
CTX199904249,748,0,16,8,0,4
CTX199904249,749,0,19,8,0,32
CTX199904249,750,0,21,7,0,33
CTX199904249,751,0,22,9,0,24
CTX199904249,752,0,21,7,0,31
CTX199904249,753,0,24,8,0,25
CTX199904249,754,0,21,7,0,31
CTX199904249,755,0,20,8,0,33
CTX199904249,756,0,21,7,0,31
CTX199904249,757,0,19,10,0,24
CTX199904249,758,0,21,9,0,30
CTX199904249,759,0,23,6,0,29
CTX199904249,760,0,21,7,0,30
CTX199904249,761,0,19,9,0,29
CTX199904249,762,0,18,9,0,34
CTX199904249,763,0,18,11,0,32
CTX199904249,764,0,20,9,0,30
CTX199904249,765,0,23,10,0,24
CTX199904249,766,0,21,8,0,31
CTX199904249,767,0,18,5,0,33
CTX199904249,768,0,21,7,0,28
CTX199904249,769,0,20,7,0,34
CTX199904249,770,0,19,7,0,30
CTX199904249,771,0,19,7,0,35
CTX199904249,772,0,19,7,0,35
CTX199904249,773,0,18,9,0,34
CTX199904249,774,0,20,7,0,34
CTX199904249,775,0,20,10,0,30
CTX199904249,776,0,19,10,0,32
CTX199904249,777,0,19,9,0,32
CTX199904249,778,0,20,8,0,27
CTX199904249,779,1,18,10,0,32
CTX199904249,780,0,19,4,0,28
CTX199904249,781,0,18,8,0,30
CTX199904249,782,0,21,7,0,33
CTX199904249,783,0,18,11,0,31
CTX199904249,784,0,18,7,0,36
CTX199904249,785,0,21,5,0,32
CTX199904249,786,0,19,7,0,35
CTX199904249,787,0,24,8,0,30
CTX199904249,788,0,19,7,0,35
CTX199904249,789,0,19,6,0,36
CTX199904249,790,0,20,8,0,28
CTX199904249,791,0,18,8,0,4
CTX199904249,792,0,20,11,0,28
CTX199904249,793,0,21,8,0,32
CTX199904249,794,0,21,8,0,32
CTX199904249,795,0,21,11,0,25
CTX199904249,796,0,22,8,0,31
CTX199904249,797,0,15,9,0,3
CTX199904249,798,0,20,8,0,33
CTX199904249,799,0,19,7,0,35
CTX199904249,800,0,21,8,0,27
CTX199904249,801,0,22,7,0,32
CTX199904249,802,0,19,10,0,32
CTX199904249,803,0,18,7,0,35
CTX199904249,804,0,23,8,0,25
CTX199904249,805,0,20,4,0,27
CTX199904249,806,0,19,8,0,28
CTX199904249,807,0,16,8,0,19
CTX199904249,808,0,18,7,0,31
CTX199904249,809,0,19,8,0,29
CTX199904249,810,0,18,6,0,33
CTX199904249,811,0,22,5,0,33
CTX199904249,812,0,20,6,0,30
CTX199904249,813,0,12,7,0,5
CTX199904249,814,0,19,6,0,31
CTX199904249,815,0,19,4,0,28
CTX199904249,816,0,21,7,0,27
CTX199904249,817,0,18,10,0,33
CTX199904249,818,0,20,6,0,33
CTX199904249,819,0,24,8,0,29
CTX199904249,820,0,23,7,0,30
CTX199904249,821,0,18,8,0,30
CTX199904249,822,0,21,3,0,33
CTX199904249,823,0,18,7,0,31
CTX199904249,824,0,19,7,0,30
CTX199904249,825,0,18,7,0,4
CTX199904249,826,0,19,9,0,29
CTX199904249,827,0,21,7,0,28
CTX199904249,828,0,19,9,0,27
CTX199904249,829,0,19,8,0,30
CTX199904249,830,0,19,10,0,32
CTX199904249,831,0,21,5,0,29
CTX199904249,832,0,19,9,0,34
CTX199904249,833,0,21,4,0,32
CTX199904249,834,0,20,8,0,33
CTX199904249,835,0,19,7,0,20
CTX199904249,836,0,24,7,0,30
CTX199904249,837,0,18,7,0,31
CTX199904249,838,0,18,7,0,35
CTX199904249,839,0,19,9,0,32
CTX199904249,840,0,21,10,0,30
CTX199904249,841,0,18,7,0,35
CTX199904249,842,0,19,10,0,32
CTX199904249,843,0,18,8,0,30
CTX199904249,844,0,18,9,0,34
CTX199904249,845,0,18,7,0,35
CTX199904249,846,0,20,7,0,34
CTX199904249,847,0,23,10,0,27
CTX199904249,848,0,19,7,0,34
CTX199904249,849,0,22,3,0,34
CTX199904249,850,0,18,7,0,36
CTX199904249,851,0,18,7,0,35
CTX199904249,852,0,16,8,0,5
CTX199904249,853,0,21,8,0,18
CTX199904249,854,0,23,9,0,29
CTX199904249,855,0,19,6,0,34
CTX199904249,856,0,20,8,0,33
CTX199904249,857,0,18,7,0,36
CTX199904249,858,0,20,7,0,34
CTX199904249,859,0,16,8,0,5
CTX199904249,860,0,19,7,0,29
CTX199904249,861,0,22,7,0,9
CTX199904249,862,0,23,8,0,27
CTX199904249,863,0,20,7,0,30
CTX199904249,864,0,24,5,0,27
CTX199904249,865,0,22,6,0,19
CTX199904249,866,0,16,8,0,5
CTX199904249,867,0,23,7,0,17
CTX199904249,868,0,20,10,0,27
CTX199904249,869,0,18,10,0,27
CTX199904249,870,0,20,7,0,30
CTX199904249,871,0,19,9,0,33
CTX199904249,872,0,17,9,0,33
CTX199904249,873,0,18,9,0,34
CTX199904249,874,0,20,11,0,26
CTX199904249,875,0,16,8,0,5
CTX199904249,876,0,23,7,0,35
CTX199904249,877,0,19,7,0,35
CTX199904249,878,0,18,9,0,34
CTX199904249,879,0,22,6,0,33
CTX199904249,880,0,5,5,0,2
CTX199904249,881,0,8,4,0,1
CTX199904249,882,0,23,12,0,9
CTX199904249,883,0,14,17,0,1
CTX199904249,884,1,13,27,0,1
CTX199904249,885,0,18,0,0,2
CTX199904249,886,0,0,0,0,1
CTX199904249,887,0,7,5,0,1
CTX199904249,888,0,15,22,0,1
CTX199904249,889,0,21,20,0,1
CTX199904249,890,0,9,15,0,1
CTX199904249,891,0,9,3,0,1
CTX199904249,892,0,11,1,0,18
