file,page_num,Clear,Trash,Noisy,Empty,Non-text
CTX199904249,423,0,36,7,0,4
CTX199904249,424,0,11,1,0,7
CTX199904249,425,0,36,7,0,4
CTX199904249,426,0,10,1,0,7
CTX199904249,427,0,37,6,0,4
CTX199904249,428,0,11,1,0,5
CTX199904249,429,0,38,4,0,3
CTX199904249,430,0,6,2,0,6
CTX199904249,431,0,41,9,0,5
CTX199904249,432,0,10,1,0,5
CTX199904249,433,0,39,5,0,3
CTX199904249,434,0,10,1,0,6
CTX199904249,435,0,42,8,0,3
CTX199904249,436,0,10,1,0,6
CTX199904249,437,0,6,2,0,4
CTX199904249,438,0,43,10,0,5
CTX199904249,439,0,10,1,0,6
CTX199904249,440,0,41,10,0,6
CTX199904249,441,0,10,1,0,6
CTX199904249,442,0,41,9,0,5
CTX199904249,443,0,11,1,0,5
CTX199904249,444,0,35,6,0,2
CTX199904249,445,0,9,1,0,7
CTX199904249,446,0,7,1,0,4
CTX199904249,447,0,39,5,0,3
CTX199904249,448,0,9,3,0,6
CTX199904249,449,0,37,7,0,2
CTX199904249,450,0,9,3,0,5
CTX199904249,451,0,8,3,0,7
CTX199904249,452,0,36,7,0,3
CTX199904249,453,0,8,3,0,7
CTX199904249,454,0,5,3,0,5
CTX199904249,455,0,36,7,0,4
CTX199904249,456,0,9,3,0,6
CTX199904249,457,0,38,5,0,4
CTX199904249,458,0,9,3,0,5
CTX199904249,459,0,38,6,0,4
CTX199904249,460,0,10,3,0,6
CTX199904249,461,0,5,3,0,6
CTX199904249,462,0,9,1,0,5
CTX199904249,463,0,8,1,0,4
CTX199904249,464,0,36,7,0,4
CTX199904249,465,0,10,1,0,6
CTX199904249,466,0,39,5,0,4
CTX199904249,467,0,11,1,0,5
CTX199904249,468,0,39,7,0,4
CTX199904249,469,0,0,0,0,1
CTX199904249,470,0,38,9,0,4
CTX199904249,471,0,36,5,0,2
CTX199904249,472,0,11,1,0,5
CTX199904249,473,0,8,0,0,4
CTX199904249,474,0,10,0,0,6
CTX199904249,475,0,36,6,0,4
CTX199904249,476,0,36,6,0,4
CTX199904249,477,0,36,6,0,2
CTX199904249,478,0,36,6,0,2
CTX199904249,479,0,35,7,0,5
CTX199904249,480,0,37,6,0,2
CTX199904249,481,0,37,6,0,4
CTX199904249,482,0,37,5,0,3
CTX199904249,483,0,38,5,0,2
CTX199904249,484,0,13,0,0,6
CTX199904249,485,0,38,5,0,3
CTX199904249,486,0,37,7,0,2
CTX199904249,487,0,9,3,0,6
CTX199904249,488,0,9,2,0,6
CTX199904249,489,0,40,3,0,2
CTX199904249,490,0,39,3,0,2
CTX199904249,491,0,39,3,0,2
CTX199904249,492,0,39,7,0,3
CTX199904249,493,0,39,7,0,4
CTX199904249,494,0,36,5,0,3
CTX199904249,495,0,33,5,0,2
CTX199904249,496,0,8,0,0,4
CTX199904249,497,0,5,3,0,6
CTX199904249,498,0,6,2,0,6
CTX199904249,499,0,5,3,0,4
CTX199904249,500,0,6,2,0,5
CTX199904249,501,0,0,0,0,1
CTX199904249,502,0,7,1,0,4
CTX199904249,503,0,5,3,0,7
CTX199904249,504,0,6,2,0,6
CTX199904249,505,0,6,2,0,4
CTX199904249,506,0,7,1,0,4
CTX199904249,507,0,5,3,0,5
CTX199904249,508,0,5,3,0,6
CTX199904249,509,0,9,1,0,5
CTX199904249,510,0,0,0,0,1
CTX199904249,511,0,39,6,0,2
CTX199904249,512,0,9,3,0,6
CTX199904249,513,0,37,7,0,3
CTX199904249,514,0,9,3,0,5
CTX199904249,515,0,39,6,0,2
CTX199904249,516,0,0,0,0,1
CTX199904249,517,0,9,3,0,6
CTX199904249,518,0,36,7,0,3
CTX199904249,519,0,10,3,0,6
CTX199904249,520,0,40,5,0,2
CTX199904249,521,0,9,3,0,6
CTX199904249,522,0,36,7,0,3
CTX199904249,523,0,9,3,0,6
CTX199904249,524,0,36,4,0,3
CTX199904249,525,0,0,0,0,1
CTX199904249,526,0,39,3,0,2
CTX199904249,527,0,39,3,0,2
CTX199904249,528,0,11,1,0,6
CTX199904249,529,0,39,6,0,2
CTX199904249,530,0,0,0,0,1
CTX199904249,531,0,35,6,0,4
CTX199904249,532,0,38,4,0,3
CTX199904249,533,0,36,8,0,6
CTX199904249,534,0,36,6,0,5
CTX199904249,535,0,37,5,0,2
CTX199904249,536,0,11,0,0,5
CTX199904249,537,0,8,1,0,4
CTX199904249,538,0,7,1,0,6
CTX199904249,539,0,10,1,0,8
CTX199904249,540,0,36,6,0,3
CTX199904249,541,0,39,9,0,2
CTX199904249,542,0,15,1,0,3
CTX199904249,543,0,13,3,0,3
CTX199904249,544,0,39,5,0,2
CTX199904249,545,0,11,2,0,3
CTX199904249,546,0,5,5,0,2
CTX199904249,547,0,6,33,0,1
CTX199904249,548,0,2,37,0,1
CTX199904249,549,0,1,40,0,1
CTX199904249,550,0,0,38,0,1
CTX199904249,551,0,2,38,0,2
CTX199904249,552,0,2,22,0,1
CTX199904249,553,0,0,4,0,1
CTX199904249,554,0,0,4,0,1
CTX199904249,555,0,0,4,0,1
CTX199904249,556,0,0,4,0,1
CTX199904249,557,0,2,2,0,1
CTX199904249,558,0,2,2,0,1
CTX199904249,559,0,1,2,0,1
CTX199904249,560,0,0,3,0,1
CTX199904249,561,0,0,2,0,1
CTX199904249,562,0,0,2,0,1
CTX199904249,563,0,0,3,0,1
CTX199904249,564,0,0,3,0,1
CTX199904249,565,0,0,3,0,1
CTX199904249,566,0,0,2,0,1
CTX199904249,567,0,0,2,0,1
CTX199904249,568,0,2,2,0,1
CTX199904249,569,0,0,2,0,1
CTX199904249,570,0,0,3,0,1
CTX199904249,571,0,0,3,0,1
CTX199904249,572,0,0,2,0,1
CTX199904249,573,0,0,3,0,1
CTX199904249,574,0,0,3,0,1
CTX199904249,575,0,0,3,0,1
CTX199904249,576,0,0,4,0,1
CTX199904249,577,0,0,2,0,1
CTX199904249,578,0,0,3,0,1
CTX199904249,579,0,1,3,0,1
CTX199904249,580,0,0,4,0,3
CTX199904249,581,0,0,3,0,1
CTX199904249,582,0,0,3,0,1
CTX199904249,583,0,0,4,0,1
CTX199904249,584,0,0,3,0,1
CTX199904249,585,0,0,3,0,1
CTX199904249,586,0,0,4,0,1
CTX199904249,587,0,0,4,0,1
CTX199904249,588,0,0,4,0,1
CTX199904249,589,0,0,4,0,1
CTX199904249,590,0,0,4,0,1
CTX199904249,591,0,0,4,0,1
CTX199904249,592,0,0,4,0,1
CTX199904249,593,0,0,4,0,1
CTX199904249,594,0,0,4,0,1
CTX199904249,595,0,0,3,0,1
CTX199904249,596,0,0,2,0,2
CTX199904249,597,0,0,2,0,1
CTX199904249,598,0,0,2,0,1
CTX199904249,599,0,0,2,0,1
CTX199904249,600,0,0,2,0,1
CTX199904249,601,0,0,2,0,1
CTX199904249,602,0,0,2,0,1
CTX199904249,603,0,1,2,0,2
CTX199904249,604,0,0,4,0,1
CTX199904249,605,0,0,4,0,1
CTX199904249,606,0,0,4,0,1
CTX199904249,607,0,0,4,0,1
CTX199904249,608,0,0,4,0,1
CTX199904249,609,0,0,4,0,1
CTX199904249,610,0,0,4,0,1
CTX199904249,611,0,2,2,0,1
CTX199904249,612,0,0,3,0,2
CTX199904249,613,0,0,4,0,1
CTX199904249,614,0,0,4,0,1
CTX199904249,615,0,0,4,0,1
CTX199904249,616,0,1,3,0,1
CTX199904249,617,0,0,4,0,1
CTX199904249,618,0,0,4,0,1
CTX199904249,619,0,1,3,0,1
CTX199904249,620,0,4,6,0,2
CTX199904249,621,0,21,6,0,34
CTX199904249,622,0,22,6,0,9
CTX199904249,623,0,19,7,0,35
CTX199904249,624,0,20,10,0,30
CTX199904249,625,0,21,7,0,31
CTX199904249,626,0,19,9,0,26
CTX199904249,627,0,21,7,0,9
CTX199904249,628,0,19,10,0,31
CTX199904249,629,0,21,8,0,30
CTX199904249,630,0,19,10,0,25
CTX199904249,631,0,20,8,0,33
CTX199904249,632,0,18,9,0,33
CTX199904249,633,0,20,7,0,31
CTX199904249,634,0,18,9,0,33
CTX199904249,635,0,20,7,0,29
CTX199904249,636,0,19,9,0,32
CTX199904249,637,0,19,7,0,30
CTX199904249,638,0,20,7,0,31
CTX199904249,639,0,19,9,0,32
CTX199904249,640,0,20,7,0,30
CTX199904249,641,0,18,9,0,33
CTX199904249,642,0,19,7,0,29
CTX199904249,643,0,21,8,0,32
CTX199904249,644,0,21,6,0,26
CTX199904249,645,0,19,7,0,35
CTX199904249,646,0,21,9,0,29
CTX199904249,647,0,21,8,0,29
CTX199904249,648,0,21,7,0,31
CTX199904249,649,0,18,9,0,33
CTX199904249,650,0,21,5,0,28
CTX199904249,651,0,17,11,0,30
CTX199904249,652,0,19,9,0,26
CTX199904249,653,0,18,8,0,35
CTX199904249,654,0,22,7,0,8
CTX199904249,655,0,19,10,0,29
CTX199904249,656,0,23,4,0,28
CTX199904249,657,0,18,9,0,34
CTX199904249,658,0,20,8,0,33
CTX199904249,659,0,17,10,0,33
CTX199904249,660,0,19,7,0,35
CTX199904249,661,0,18,9,0,32
CTX199904249,662,0,19,11,0,23
CTX199904249,663,0,24,9,0,28
CTX199904249,664,0,23,4,0,29
CTX199904249,665,0,21,7,0,32
CTX199904249,666,0,20,9,0,29
CTX199904249,667,0,19,7,0,35
CTX199904249,668,0,20,4,0,31
CTX199904249,669,0,19,7,0,9
CTX199904249,670,0,19,8,0,34
CTX199904249,671,0,18,9,0,33
CTX199904249,672,0,20,7,0,34
CTX199904249,673,0,19,4,0,32
CTX199904249,674,0,21,6,0,31
CTX199904249,675,0,15,8,0,4
CTX199904249,676,0,18,9,0,27
CTX199904249,677,0,20,5,0,30
CTX199904249,678,0,19,7,0,30
CTX199904249,679,0,20,9,0,31
CTX199904249,680,0,21,6,0,32
CTX199904249,681,0,19,7,0,30
CTX199904249,682,0,18,7,0,35
CTX199904249,683,0,19,7,0,35
CTX199904249,684,0,20,7,0,10
CTX199904249,685,0,21,7,0,9
CTX199904249,686,0,19,4,0,32
CTX199904249,687,0,21,7,0,9
CTX199904249,688,0,20,7,0,10
CTX199904249,689,0,18,4,0,33
CTX199904249,690,0,19,7,0,30
CTX199904249,691,0,19,6,0,32
CTX199904249,692,0,20,10,0,30
CTX199904249,693,0,20,6,0,32
CTX199904249,694,0,20,7,0,10
CTX199904249,695,0,21,9,0,26
CTX199904249,696,0,17,10,0,32
CTX199904249,697,0,19,6,0,12
CTX199904249,698,0,17,9,0,34
CTX199904249,699,0,21,6,0,10
CTX199904249,700,0,18,8,0,35
CTX199904249,701,0,19,9,0,33
CTX199904249,702,0,22,6,0,31
CTX199904249,703,0,18,5,0,34
CTX199904249,704,0,22,4,0,29
CTX199904249,705,0,19,3,0,10
CTX199904249,706,0,18,9,0,33
CTX199904249,707,0,21,6,0,10
CTX199904249,708,0,22,7,0,30
CTX199904249,709,0,19,8,0,19
CTX199904249,710,0,18,9,0,33
CTX199904249,711,0,19,7,0,14
CTX199904249,712,0,18,9,0,33
CTX199904249,713,0,19,7,0,35
CTX199904249,714,0,18,6,0,13
CTX199904249,715,0,18,9,0,33
CTX199904249,716,0,19,7,0,35
CTX199904249,717,0,18,7,0,36
CTX199904249,718,0,15,8,0,4
CTX199904249,719,0,18,8,0,35
CTX199904249,720,0,21,6,0,10
CTX199904249,721,0,18,7,0,36
CTX199904249,722,0,23,7,0,26
CTX199904249,723,0,19,7,0,35
CTX199904249,724,0,23,4,0,29
CTX199904249,725,0,21,6,0,10
CTX199904249,726,0,20,7,0,10
CTX199904249,727,0,20,7,0,10
CTX199904249,728,0,18,3,0,34
CTX199904249,729,0,22,9,0,30
